ibfa_001_0001saya suka baju yang berwarna merah tua                                                           
ibme_004_0746pembeli bebas memilih rasa sesuai selera masing-masing dan dapat mengambilnya sendiri            
ibme_004_0747pandangan mata tak akan pernah teralihkan dari keindahan pemandangan di gunung itu               
ibme_004_0748tugu itu sudah berusia puluhan tahun dan memiliki nilai sejarah yang sangat berarti bagi penduduk
ibme_004_0749yang menyukai baju ini tidak hanya anak muda saja tetapi juga ibu-ibu                            
ibme_004_0750orang jakarta biasanya memesan dulu lewat telepon pada hari sabtu                                
ibme_004_0751toko perhiasan yang megah itu tidak menyediakan berlian yang bermotif ular                       
ibme_004_0752sopir mobil yang menabrak pohon-pohon itu ternyata adalah paman dari sari                        
ibme_004_0753pemuda yang dibalut kemeja putih lengan panjang dengan celana kargo biru sebetis itu nampak murun
ibme_004_0754tersangka itu langsung digiring ke gedung dan dimasukkan ke dalam sel besi oleh polisi           
ibme_004_0755guru besar telah menghasilkan banyak karya yang sungguh mengagumkan dan membuat kami terkesima   
ibme_004_0756pemain sepak bola itu merasa senang karena bisa mengharumkan nama indonesia di ajang yang bergeng
ibme_004_0757sebanyak tujuh puluh dua penumpang dan tiga awak yang ada di atas kapal berhasil selamat         
ibme_004_0758korban yang mengalami luka-luka itu telah dilarikan ke rumah sakit terdekat untuk diberi perawata
ibme_004_0759sungai musi dikenal sebagai sungai yang rawan banjir                                             
ibme_004_0760sebagian besar warga yang mayoritas miskin memilih tinggal di wilayah tepian laut                
ibme_004_0761 mereka menjadi sangat bergantung pada kapal sebagai transportasi ke wilayah lain                
ibme_004_0762operasional kapal-kapal tersebut tidak terjaga dengan baik                                       
ibme_004_0763pemerintah membuka forum diskusi untuk mendengarkan pendapat dari rakyat kecil                   
ibme_004_0764pembicaraan yang terjadi antara dua orang itu bersifat searah dan tidak ada yang bisa menyanggah 
ibme_004_0765perbedaan argumentasi memang diperbolehkan akan tetapi jangan sampai membuat persaudaraan ini ter
ibme_004_0766beberapa oknum terkait seharusnya ikut membantu pemerintah dalam mengatasi persoalan ekonomi     
ibme_004_0767masyarakat sebenarnya dapat membantu dalam melakukan penghemaran energi                          
ibme_004_0768satuman lebih menyukai motor yang jalannya lebih cepat dan aksesorisnya sederhana                
ibme_004_0769persepsi yang ada sekarang ini adalah seseorang lebih bangga bila bisa membeli mobil untuk masing
ibme_004_0770sebaiknya sudah mulai ditumbuhkan mengenai kesadaran bahwa setiap pejalan kaki wajib berjalan di 
ibme_004_0771sudah seharusnya saat ini indonesia mulai menggencarkan mencari energi alternatif                
ibme_004_0772pemerintah dapat melakukan upaya pencarian  sumber daya dan cadangan energi fosil yang representa
ibme_004_0773pertumbuhan ekonomi dan pertumbuhan penduduk terus meningkat seiring dengan meningkatnya pembangu
ibme_004_0774kondisi permintaan diperkirakan masih akan lemah sampai waktu yang tidak dapat diperkirakan      
ibme_004_0775pasokan infrastruktur gas alam akan terus meningkat dalam beberapa waktu mendatang               
ibme_004_0776hal ini akan diperkuat dengan perkembangan teknologi pengeboran                                  
ibme_004_0777peluang di industri gas alam akan terbuka terutama untuk investasi fasilitas di berbagai perusaha
ibme_004_0778negara itu sudah menjadi investor kedua terbesar di sektor garmen                                
ibme_004_0779beberapa pemain pasar mengekspresikan perhatian mengenai aktivitas yang meningkat                
ibme_004_0780kondisi ini sepadan dengan keadaan dalam lima tahun terakhir                                     
ibme_004_0781dengan sistem otonomi daerah yang berjalan sekarang ini sulit bagi perusahaan asing untuk beroper
ibme_004_0782seluruh barang dan jasa yang dihasilkan seluruh warga masyarakat dapat diperjualbelikan dengan pi
ibme_004_0783laju pertumbuhan penduduk indonesia semakin meningkat dari tahun ke tahun                        
ibme_004_0784surabaya adalah salah satu kota yang didambakan oleh mahasiswa untuk meraih ilmu                 
ibme_004_0785seorang ibu melahirkan seorang putri sulungnya di rumah sakit                                    
ibme_004_0786begitulah cerita semasa mahasiswa berprestasi itu dalam masa perjuangan yang berat               
ibme_004_0787saya paling tidak terima apabila ada orang yang menyakiti hati keluarga saya                     
ibme_004_0788para siswa di sekolah itu sering sekali berkunjung ke rumah guru fisika yang baik hati           
ibme_004_0789bibi selalu mengajarkan kepada saudaranya tentang arti hidup ini                                 
ibme_004_0790aktivis muda itu  tidak pernah terlepas dari kegiatan organisasi                                 
ibme_004_0791itulah perjalanan yang membuat warin berusaha untuk selalu tegar dalam setiap permasalahan yang  
ibme_004_0792tuhan akan selalu bersama umatnya yang senantiasa beribadah                                      
ibme_004_0793setengah abad lebih usia kemerdekaan indonesia adalah tempaan sejarah bangsa dalam menentukan ara
ibme_004_0794mahasiswa adalah sebagai bagian yang tak terpisahkan dari rakyat indonesia selaku pemilik kedaula
ibme_004_0795berada pada posisi strategis untuk senantiasa berperan aktif mengisi dan menentukan nasib bangsa 
ibme_004_0796sebagai calon pemimpin bangsa masa depan haruslah dibekali kemampuan yang paripurna untuk memimpi
ibme_004_0797kebutuhan akan ruang  ilmiah dan rasional harus dibarengi dengan pemberian wadah yang mempertajam
ibme_004_0798dibentuklah organisasi kemahasiswaan sebagai tempat untuk menempa diri                           
ibme_004_0799salah satu tugas dosen adalah membekali mahasiswa untuk menjadi generasi penerus yang baik untuk 
ibme_004_0800aturan main tersebut mengikat untuk dilaksanakan oleh elemen yang ada                            
ibmj_005_0801ibarat sebuah kehidupan manusia yang diatur dalam kitab suci                                     
ibmj_005_0802hendaknya pula konstitusi dalam berorganisasi ini ditaati dengan kesadaran yang tinggi           
ibmj_005_0803dalam kehidupan di kampus terdapat nilai-nilai penting yang nantinya akan menjadi suatu pedoman  
ibmj_005_0804membuat konstitusi dasar ini tidaklah semudah membalikkan telapak tangan saja                    
ibmj_005_0805dalam pembuatannya membutuhkan proses, pemikiran, waktu, tenaga, dan biaya yang sangat menguras  
ibmj_005_0806sebagai anggota dari keluarga mahasiswa sudah seharusnya kita membantu dalam teraplikasikannya ni
ibmj_005_0807mahasiswa memiliki banyak peran penting dalam mewujudkan perubahan                               
ibmj_005_0808kita juga perlu menilik lebih dalam tentang komponen komponen yang ada di dalamnya               
ibmj_005_0809mahasiswa merupakan salah satu komponen penting untuk mewujudkan keintegralistikan suatu pergurua
ibmj_005_0810ada hal yang harus secara konsisten diperlihatkan oleh para pelajar                              
ibmj_005_0811seseorang harus mampu mempresentasikan solusi yang dipilih ke orang lain                         
ibmj_005_0812bisa disimpulkan bahwa integralistik sangat erat hubungannya jika dikorelasikan dengan kondisi ka
ibmj_005_0813para pemuda harus mampu mengontrol lingkungan sekitarnya agar tidak terjadi penyimpangan-penyimpa
ibmj_005_0814kekuatan moral menekankan bahwa sebagai mahasiswa kita harus memiliki moral yang mulia           
ibmj_005_0815sebagai parameter untuk dapat meluruskan kembali penyimpangan-penyimpangan moral yang terjadi di 
ibmj_005_0816proses pengaderan selayaknya yang mendengungkan kata arogansi jurusan ke arah positif            
ibmj_005_0817efek samping dari kebanggaan yang berlebihan  adalah mereka  menganggap dirinya lebih baik dari y
ibmj_005_0818tidak jarang saat ini terjadi gesekan kecil maupun besar antar kelompok yang tidak bertanggung ja
ibmj_005_0819keadaan ini didukung dengan banyaknya kegiatan di kampus perjuangan                              
ibmj_005_0820dewasa ini kondisi keluarga itu sebenarnya sudah mengalami perbaikan                             
ibmj_005_0821nasionalisme mereka tidak lepas dari apa yang mereka terima sejak kecil                          
ibmj_005_0822peserta wajib menghormati bendera ketika upacara berlangsung                                     
ibmj_005_0823warga negara yang baik seharusnya mengamalkan pancasila sebagai dasar negara                     
ibmj_005_0824rakyat indonesia sangat menghargai keberagaman di dalam negara mereka                            
ibmj_005_0825pemahaman seperti ini perlu ditanamkan kepada mahasiswa baru secara mendalam                     
ibmj_005_0826pemikiran mereka masih belum mendapat pengaruh dari lingkungan baru mereka                       
ibmj_005_0827penanaman nilai ini dapat dilakukan dengan berbagai cara                                         
ibmj_005_0828yang dipaparkan di atas merupakan pentingnya mendalami suatu ilmu dengan baik                    
ibmj_005_0829kita harus memulai dari hal-hal kecil seperti berpikir positif dan toleransi                     
ibmj_005_0830wajar setiap fakultas menyatakan kebanggan terhadap dirinya sendiri                              
ibmj_005_0831hal ini seharusnya diikuti dengan cara berpikir positif dan berkontribusi secara aktif           
ibmj_005_0832sebagai anak bangsa kita telah bersumpah setia untuk bersatu nusa                                
ibmj_005_0833ada kekeliruan dalam kita memahami makna persatuan yaitu seakan-akan bersatu dalam hal yang negat
ibmj_005_0834padahal terlihat jelas dalam teks sumpah pemuda bahwa bahasa indonesia sebagai bahasa persatuan  
ibmj_005_0835ini sama dengan analogi bahwa integralistik harus semua sama tiap departemen                     
ibmj_005_0836kebersatuan secara menyeluruh di institusi masih belum bisa dirasakan oleh masing-masing mahasisw
ibmj_005_0837seminar adalah tempat untuk mendapatkan benih pengetahuan baru                                   
ibmj_005_0838seminar memiliki kelebihan yaitu peserta dapat lebih dekat dengan pemateri dan dapat lebih memaha
ibmj_005_0839acara ini dibagi menjadi dua sesi yaitu diskusi dan simulasi                                     
ibmj_005_0840beberapa kelemahan yang dimiliki antara lain membutuhkan banyak waktu dan  sulit dipakai         
ibmj_005_0841dapat disimpulkan bahwa suatu masalah tentang keilmiahan tidak dapat diselesaikan hanya dengan da
ibmj_005_0842seminar kerja praktik semester ini dilaksanakan sebanyak dua kali                                
ibmj_005_0843pembahasan mengenai hal ini memakan waktu yang lebih lama karena sifatnya yang ilmiah            
ibmj_005_0844apabila para pembicara tidak dapat mengendalikan diri biasanya banyak waktu  dipergunakan untuk p
ibmj_005_0845oleh karena itu dibutuhkan pimpinan kelompok yang menguasai persoalan sehingga penyimpangan dari 
ibmj_005_0846penyimpangan ini dapat diatasi bila setiap kali ketua sidang menyimpulkan hasil pembicaraan      
ibmj_005_0847adapun kelebihan dari forum ini adalah membangkitkan pemikiran yang logis dan mendorong pada anal
ibmj_005_0848terapi ini dapat membangkitkan tingkat konsentrasi yang tinggi pada diri peserta                 
ibmj_005_0849simposium adalah sekumpulan orang dengan berbagai keahlian membicarakan topik yang sama          
ibmj_005_0850mereka mengemukakan aspek-aspek pandangan yang berbeda dan topik yang sama                       
ibmj_005_0851moderator hanya mengkoordinasikan jalannya pembicaraan dan meneruskan pertanyaan-pertanyaan      
ibmj_005_0852lokakarya dapat diartikan sebagai pertemuan antara para ahli  untuk membahas masalah praktis     
ibmj_005_0853diskusi panel membicarakan topik yang sama meskipun yang melatarbelakangi berbeda                
ibmj_005_0854kabar terorisme sampai saat ini masih beredar luas di masyarakat pulau dewata                    
ibmj_005_0855dari pantauan di lapangan jalan raya kabupaten tabanan itu tampak sepi                           
ibmj_005_0856lima tersangka meninggal dunia karena pada saat penangkapan melakukan perlawanan                 
ibmj_005_0857kenaikan bahan bakar minyak yang akan ditetapkan pada awal april tinggal menghitung hari         
ibmj_005_0858dampak kenaikan bbm akan sangat dirasakan oleh kalangan buruh nasional kita                      
ibmj_005_0859organisasi kesehatan dunia mendesak cina untuk meningkatkan kontrol perdagangan tembakau         
ibmj_005_0860cina dan negara-negara asia lainnya harus menaikkan cukai rokok dan melarang iklan rokok         
ibmj_005_0861diperlukan kepekaan akan apa saja yang dibutuhkan untuk mewujudkan perkembangan tersebut         
ibmj_005_0862kita juga harus memiliki pemahaman atas kompleksitas kesejarahan dan budaya                      
ibmj_005_0863hal tersebut akan menumbuhkan langkah dan semangat bagi para pemimpin untuk membuat catatan baru 
ibmj_005_0864seseorang dikatakan idealis dapat dilihat dari seberapa besar ia dapat memberikan kontribusi     
ibmj_005_0865tata kelola organisasi kemahasiswaan di kampus kini secara bertahap akan terealisasi bila adanya 
ibmj_005_0866tidak dapat dipungkiri bahwa berbagai warna ini mencirikan setiap elemen                         
ibmj_005_0867tidak mustahil pula apabila kita dapat mewujudkan warna-warna tersebut dalam satu kesatuan yang i
ibmj_005_0868timbulnya ego merupakan bukan masalah kecil yang dapat dikesampingkan begitu saja                
ibmj_005_0869hal ini dapat dilihat dari pelaksanaan program kerja                                             
ibmj_005_0870setiap lembaga ingin menonjolkan eksistensinya masing-masing                                     
ibmj_005_0871padahal jika dicermati lebih mendalam sebenarnya target yang ingin dicapai rata-rata sama        
ibmj_005_0872adapun pendukung proses tersebut adalah pengetahuan dan kepahaman seluruh elemen mahasiswa mengen
ibmj_005_0873indonesia memiliki ratusan perguruan tinggi baik negeri maupun swasta                            
ibmj_005_0874suatu pergerakan yang menjadi tumpuan bagi perubahan besar yang sangat dinanti dan dibutuhkan    
ibmj_005_0875pergerakan membutuhkan ideologi yang kuat dan benar dalam gerak langkahnya                       
ibmj_005_0876pergerakan akan berhasil bila yang menjadi pelopor pergerakan merupakan tokoh yang benar         
ibmj_005_0877alasannya adalah agar dapat berjalan berdampingan dan saling menunjang untuk satu tujuan bersama 
ibmj_005_0878pola gerakan ini terbukti telah mampu merangkul lebih banyak mahasiswa                           
ibmj_005_0879sebuah pola gerakan yang lebih menyentuh langsung masyarakat dan mampu membangun kepercayaan     
ibmj_005_0880mahasiswa menggagas diselenggarakannya forum mahasiswa pengabdi masyarakat seluruh indonesia     
ibmj_005_0881sering kali kita menghadapi tempaan sejarah bangsa dalam menentukan arah masa depan              
ibmj_005_0882perkembangan ilmu pengetahuan dan teknologi saat ini sangat pesat                                
ibmj_005_0883hal ini tentu saja sangat bertentangan dengan independensi dan kemandirian                       
ibmj_005_0884berbagai perubahan dilakukan sebagai upaya untuk merekonstruksi  sebagai organisasi yang mandiri 
ibmj_005_0885jika kita membaca dengan seksama maka ada banyak kelemahan dan kekurangan                        
ibmj_005_0886kurikulum pendidikan di indonesia sering mengalami perubahan dalam jangka waktu yang relatif sing
ibmj_005_0887hal ini menyebabkan tujuan diberlakukannya kurikulum – kurikulum pendidikan tidak maksimal     
ibmj_005_0888seperangkat rencana pendidikan perlu dikembangkan secara dinamis sesuai dengan tuntutan zaman    
ibmj_005_0889pemerintah seharusnya juga memperhatikan kesejahteraan jiwa-jiwa pendidik dan peserta didik      
ibmj_005_0890hal ini tidak disertai dengan usaha yang maksimal untuk mencapai tujuan                          
ibmj_005_0891guru sedang mempersiapkan peserta didik yang terampil serta memiliki standar kompetensi tinggi   
ibmj_005_0892pendidikan indonesia saat itu diakui kualitasnya oleh dunia internasional                        
ibmj_005_0893perubahan itu tetap harus dilakukan yang disertai  dengan pelatihan dan sosialisasi yang berkesin
ibmj_005_0894ibu pertiwi telah lama menunggumu dalam kegundahan                                               
ibmj_005_0895betapa pilu dan sedihnya hati ibu yang merindukan hadirmu                                        
ibmj_005_0896kau tinggalkan kegalauan tanpa ada jawaban yang pasti                                            
ibmj_005_0897mungkin tak akan ada saudara yang menangis karenamu                                              
ibmj_005_0898andai idealis nan idealmu tak hanya untuk dirimu                                                 
ibmj_005_0899kita tidak hidup sendiri di dunia ini karena masih ada banyak orang yang bersama kita            
ibmj_005_0900tidak akan ada kata menyerah untuk menunggumu                                                    
ibmj_005_0901walaupun aku mencoba untuk selalu tetap tegar dalam menghadapi segala permasalahan dalam hidupku 
ibmj_005_0902saya mencoba untuk menguatkan hatiku untuk menerima semua ini                                    
ibmj_005_0903diriku menjadi semakin merasa bahwa aku telah membohongi diriku sendiri                          
ibmj_005_0904apalagi sekarang ia telah ditinggalkan oleh seseorang yang paling dicintai dalam hidupnya        
ibmj_005_0905beliau adalah satu-satunya orang yang tidak pernah menentang dan mempermasalahkan  segala keputus
ibmj_005_0906rana tidak bisa melakukan pembelaan atau berbuat sesuatu apapun                                  
ibmj_005_0907tuhan mulai membukakan hati orang tua dan adikku                                                 
ibmj_005_0908hal ini membuat institusi pendidikan harus bekerja keras untuk menghasilkan performa terbaiknya  
ibmj_005_0909ada beberapa hal yang memicu keresahan berbagai macam pihak                                      
ibmj_005_0910salah satu sumber pendanaan yang diperbolehkan adalah investasi                                  
ibmj_005_0911kita belum lupa mengenai riskannya bermain di sektor finansial                                   
ibmj_005_0912tak terhitung berapa banyak perusahaan-perusahaan besar dunia yang mendadak gulung tikar         
ibmj_005_0913tidak jarang dari anak jalanan itu yang hidupnya tak menentu dan tidak memiliki tujuan yang pasti
ibmj_005_0914salah satu cara menanggulangi kemiskinan adalah dengan membuka peluang usaha untuk rakyat kecil  
ibmj_005_0915cendera mata yang lucu dan beragam warnanya itu dibuat dari bahan daur ulang sampah plastik      
ibmj_005_0916bersikap baik kepada setiap orang yang kita jumpai itu adalah penting namun jangan terlalu polos 
ibmj_005_0917terlalu naif jika di zaman yang serba ada ini kita hanya terfokus pada satu titik permasalahan sa
ibmj_005_0918kalah dari medan pertempuran adalah hal biasa namun tidak berarti takut untuk mencoba kembali    
ibmj_005_0919bak mandi di rumah nenek berukuran besar sehingga mampu menampung air mandi untuk tujuh orang    
ibmj_005_0920pemandian air belerang di gunung pajajaran ramai diminati pengunjung dari manca negara           
ibmj_005_0921air sungai itu mengandung sulfur yang baik untuk mengobati penyakit kulit                        
ibmj_005_0922gigi keropos tidak menjadi halangan baginya untuk menikmati es teler yang segar                  
ibmj_005_0923permen atau kembang gula yang diproduksi oleh perusahaan asing dinyatakan tidak aman untuk dikons
ibmj_005_0924segala pertentangan yang terjadi antara kita sudah saya anggap selesai dan tuntas sampai ke akar 
ibmj_005_0925batang tanaman bunga mawar yang baru saja ditanam ternyata belum cukup kuat                      
ibmj_005_0926kamar tidur yang biasa ditempati oleh eyang sekarang dijadikan gudang barang bekas dan usang     
ibmj_005_0927kisah jin di dalam botol sangat terkenal di waktu aku kecil dulu dan sekarang masih teringat     
ibmj_005_0928operasi plastik yang biasa dilakukan oleh wanita ternyata tidak dibolehkan oleh agama            
ibmj_005_0929patuhi apa yang telah diatur oleh ayah karena tidak akan merugikan untuk anaknya                 
ibmj_005_0930pegunungan yang rindang dan sejuk itu mengingatkanku pada seseorang yang dulu dekat denganku     
ibmj_005_0931saya memarahinya bukan semata mata karena benci akan tetapi karena tidak ingin dia terus bersalah
ibmj_005_0932dua orang asing yang berkunjung ke danau air asin meminta kami mengabadikan gambar mereka        
ibmj_005_0933kamera profesional yang baru saja dibeli dengan uang tabungannya sekarang hilang diambil orang   
ibmj_005_0934melihat keburukan orang lain itu lebih mudah dibandingkan dengan melihat kelebihan orang lain    
ibmj_005_0935menteri pendidikan memberikan beasiswa kepada seribu mahasiswa berprestasi                       
ibmj_005_0936presiden republik indonesia memberangkatkan peserta olimpiade internasional tadi pagi            
ibmj_005_0937seluruh siswa yang tidak mengikuti upacara bendera akan diberikan hukuman                        
ibmj_005_0938walaupun berstatus sebagai negara hukum tetapi belum bisa memberi keputusan adil                 
ibmj_005_0939hanya mereka yang berkuasa yang bisa berbicara banyak di pengadilan nanti                        
ibmj_005_0940jalan setapak menuju jalan raya besar itu masih becek karena hujan semalam                       
ibmj_005_0941percaya atau tidak kalian akan mengalami keberhasilan jika mulai saat ini bersungguh-sungguh     
ibmj_005_0942perut adik perempuan bibi kemarin ditusuk oleh gerombolan preman di pinggir pasar                
ibmj_005_0943pada musim hujan seperti sekarang banyak jalan tanah yang becek tergenang air                    
ibmj_005_0944silahkan utarakan apa yang  ada dalam pikiranmu sebelum kau menyesal di kemudian hari            
ibmj_005_0945rambu lalu lintas itu tidak dibuat untuk dilanggar jadi taatilah dengan baik                     
ibmj_005_0946lampu jalan yang berwarna kuning itu menggunakan sistem sakelar otomatis                         
ibmj_005_0947tadi pagi ditemukan sebuah mobil sedan terbalik di pinggir jalan dengan kondisi remuk            
ibmj_005_0948buku yang diberikan oleh sepupuku kepadaku kemarin sangat berbobot isinya                        
ibmj_005_0949kamar mandi umum di seberang jalan itu selalu terlihat bersih dan wangi karena dirawat           
ibmj_005_0950jasmin sedang sakit cacar ketika dilangsungkan ujian matematika minggu lalu                      
ibmj_005_0951ketidakmampuan kita menyelesaikan tugas adalah bentuk kebodohan kita dalam mengelola waktu       
ibmj_005_0952belajarlah untuk tidak menuntut terlalu banyak dari kedua orangtuamu yang renta                  
ibmj_005_0953sejak kecil anak harus diajarkan untuk tidak segan memberi dan berbagi terhadap sesama           
ibmj_005_0954puasa setiap hari senin dan kamis sangat membantuku untuk melakukan penghematan uang saku        
ibmj_005_0955sudah jauh hari sebelum ini aku katakan padanya tentang keharusan untuk memperbaiki proposal     
ibmj_005_0956sebelum mengajukan berkas tuduhan tindak pidana ke pihak berwajib sebaiknya dipikir matang dulu  
ibmj_005_0957akibat hujan lebat kemarin sore banyak pohon besar tumbang dan atap rumah terbang tertiup angin  
ibmj_005_0958jika belum puas mengungkapkan amarah pada temanmu jangan membawa amarah itu pada orang lain      
ibmj_005_0959pasar hiburan malam di dekat rumah tidak buka setiap hari tetapi hanya pada waktu tertentu saja  
ibmj_005_0960gadis berpipi merah dengan baju merah jambunya baru saja lewat di depan penjual jambu merah      
ibmj_005_0961mereka mengulangi tindakan bodoh yang merugikan banyak pihak akibat emosi yang tak terkendali    
ibmj_005_0962tidak heran jika peraih medali emas pada pertandingan bulu tangkis adalah orang yang sama        
ibmj_005_0963pabrik bahan kimia yang memproduksi obat gosok cap kapal sedang ramai diberitakan masyarakat umum
ibmj_005_0964membiasakan diri untuk tidak keluar malam hari adalah baik untuk kesehatan tubuh                 
ibmj_005_0965adik mencari bajunya yang berwarna hitam di dalam lemari coklat di kamarnya                      
ibmj_005_0966saksi kunci peristiwa persengketaan tanah antara pemerintah dan warga sipil kemarin meninggal dun
ibmj_005_0967kasus suap yang dilakukan oleh pegawai pajak negara tidak bisa dilanjutkan karena kekurangan bukt
ibmj_005_0968lama tidak terdengar kabarnya sekarang dia datang membawa sepuluh orang anak                     
ibmj_005_0969mahasiswa adalah tulang punggung kejayaan bangsa yang memiliki banyak peran strategis            
ibmj_005_0970jalan yang kita tempuh ini sudah semestinya menjadi pilihan semua orang yang mengaku muslim      
ibmj_005_0971setiap pilihan yang kita ambil pasti punya resiko dan konsekuensi yang berbeda dan kita harus sia
ibmj_005_0972agar hidup tidak terasa datar dan biasa saja maka carilah tantangan yang sulit diselesaikan      
ibmj_005_0973apa gunanya jadi saudara jika tidak bisa meringankan beban satu dengan lainnya                   
ibmj_005_0974walikota surabaya menggelar pesta rakyat akbar di hari ulang tahunnya yang ke lima puluh enam    
ibmj_005_0975soal ujian yang diberikan dosen kemarin berhasil saya selesaikan dengan mudah dan lancar         
ibmj_005_0976ia hanya bisa berharap semoga hasil ujiannya di atas rata rata standar                           
ibmj_005_0977pipa ledeng di bawah jalan raya besar dekat kantor bupati bocor hingga menyebabkan banjir kecil  
ibmj_005_0978meskipun usianya sudah terhitung dewasa namun sifatnya belum mencerminkan kedewasaan             
ibmj_005_0979pengembangan karakter bangsa merupakan salah satu aspek kritis yang mempengaruhi keberhasilan sua
ibmj_005_0980aspek tersebut merupakan aspek yang membutuhkan kesadaran semua elemen                           
ibmj_005_0981pendidikan karakter mulai mengalami masa kritis saat ini dengan melihat realitas kehidupan       
ibmj_005_0982degradasi moral berpengaruh terhadap jatuhnya wibawa sebagai bangsa di mata bangsa lain          
ibmj_005_0983berawal dari konsep keteladanan dan pembiasaan sejak dini yang dilakukan dalam mencapai karakter 
ibmj_005_0984maka diperlukan sebuah model pendidikan baru yang dapat mengakomodasi kedua konsep yang dibutuhka
ibmj_005_0985dengan model pendidikan keteladanan dan interaksi antar komponen pendidikan di kawasan sekolah ma
ibmj_005_0986konsep pendidikan masa lampau menitikberatkan pada berbagai tugas dan pendidikan kelas           
ibmj_005_0987kelemahan pada sistem tersebut terdapat beberapa hal antara lain prioritas interaksi             
ibmj_005_0988hal inilah yang menjadi titik berat lemahnya konsep pembangunan karakter bangsa                  
ibmj_005_0989konsep yang akan dikembangkan dalam program kreativitas mahasiswa gagasan tertulis kali ini adala
ibmj_005_0990salah satu prinsip tersebut adalah bahwa pendidikan diselenggarakan sebagai proses pembudayaan   
ibmj_005_0991dewasa ini paradigma tersebut telah  bergeser menuju  paradigma pembelajaran yang memberikan pera
ibmj_005_0992acuan lingkungan strategis mencakup lingkungan nasional dan lingkungan global                    
ibmj_005_0993lingkungan nasional meliputi perubahan demografis termasuk didalamnya penyebaran penduduk yang ti
ibmj_005_0994ini adalah  jawaban atas tantangan yang dihadapi oleh bangsa indonesia tersebut                  
ibmj_005_0995sehingga dapat diketahui beberapa strategi yang digunakan untuk memunculkan karakter             
ibmj_005_0996dalam gagasan tentang interaksi tersebut terdapat empat tahap interaksi                          
ibmj_005_0997interaksi yang dibangun adalah awalan dalam membangun interaksi yang lebih besar                 
ibmj_005_0998konsep membangun keteladanan ini secara langsung telah sukses dibuktikan oleh nabi               
ibmj_005_0999pihak-pihak yang diharapkan mampu menerapkan gagasan ini adalah pihak sekolah                    
ibmj_005_1000gagasan ini akan sangat berjalan pesat  apabila pemerintah memberikan dukungan                   
ibmm_006_1001 sudah pantaskah anak seusiamu melihat drama asing seperti itu?                                  
ibmm_006_1002 sampai saat ini berapa banyak anak ayam yang berhasil kau ternak?                               
ibmm_006_1003 dimana tepatnya lokasi pemandian air hangat obat rematik?                                       
ibmm_006_1004 tidakkah kau jemu dengan keadaan ekonomi keluarga kita?                                         
ibmm_006_1005 siapa bilang bahwa hidup ini penuh permasalahan rumit?                                          
ibmm_006_1006 sudah sejauh apa hubungan gadis desa yang manis itu dengan pemuda kota?                         
ibmm_006_1007 pantaskah anak ingusan sepertimu menasihati orang yang lebih tua?                               
ibmm_006_1008 benarkah ayah akan meninggalkan kami untuk waktu yang lama?                                     
ibmm_006_1009 tidakkah kau takut kepergiannya akan membuatnya melupakanmu?                                    
ibmm_006_1010 tidak sedihkah kau melihat ibumu menderita sakit berkepanjangan?                                
ibmm_006_1011 tahukah jika segala yang kita lakukan nantinya akan dipertanggungjawabkan?                      
ibmm_006_1012 benarkah seseorang yang berdiri di halaman depan rumah itu adalah ayahku?                       
ibmm_006_1013 sudah berapa lama anak kecil yang kurus kering badannya dirawat di rumah sakit?                 
ibmm_006_1014 bagaimana hasil pemeriksaan kesehatan yang dilakukan budi satu minggu lalu?                     
ibmm_006_1015 bagaimana kabar kaki lisa yang kemarin lusa tertabrak motor?                                    
ibmm_006_1016 berapa jauh lagi aku harus berjalan menyusuri jalanan penuh kerikil ini?                        
ibmm_006_1017 tidakkah kau kasihan padaku yang sudah merasa haus sejak tiga jam yang lalu?                    
ibmm_006_1018 punyakah kau sesuap nasi yang bisa dibagi denganku untuk malam ini?                             
ibmm_006_1019 sejak kapan anak sapi itu tak terlihat lagi di kandangnya?                                      
ibmm_006_1020 benarkah arjuna dalam cerita pewayangan itu adalah sosok yang gagah?                            
ibmm_006_1021 berapa persen kata-katanya mendapat perhatian dari kerabat dekatnya?                            
ibmm_006_1022 berapa banyak soal ujian masuk perguruan tinggi yang bisa terselesaikan?                        
ibmm_006_1023 harus berbuat seperti apa lagi aku dengan kondisi tubuh yang sudah renta?                       
ibmm_006_1024 masih sanggupkan dirimu hidup di rumah yang sempit dan seadanya ini?                            
ibmm_006_1025 sampai kapan akan kau tutupi keburukan orang tua angkatmu?                                      
ibmm_006_1026 kapan risa akan memulai lagi mengerjakan tugas-tugas kuliahnya?                                 
ibmm_006_1027 berapa lama waktu yang dibutuhkan oleh gadis kecil itu untuk membuat rajutan?                   
ibmm_006_1028 benda apa saja yang bisa dibuat dengan benang songket itu?                                      
ibmm_006_1029 kapan ibu bisa mengajari aku teknik menyulam yang baik?                                         
ibmm_006_1030 berapa harga baju gamis warna merah tua yang kemarin dikenakan ibumu?                           
ibmm_006_1031 warna apakah yang kau suka nak, nanti ibu akan memberikannya untukmu?                           
ibmm_006_1032 berapa jarak yang harus ditempuh untuk sampai di kediaman bapak presiden?                       
ibmm_006_1033 dalam kondisi lapar yang lebih baik kita dahulukan makan ataukah ibadah?                        
ibmm_006_1034 kemana lagi nenek tua yang sebatang kara harus mencari sanak keluarganya?                       
ibmm_006_1035 mengapa tidak banyak orang yang bisa menilai kebaikan diri sendiri?                             
